Spending Score (1-100),Annual Income (k$),Age
0.9387755102040816,0.4918032786885246,0.2692307692307693
0.39795918367346933,0.5,0.1923076923076924
0.8775510204081631,0.5,0.2692307692307693
0.11224489795918367,0.5081967213114754,0.13461538461538464
0.9795918367346937,0.5081967213114754,0.1923076923076924
0.3571428571428571,0.5081967213114754,0.576923076923077
0.7448979591836734,0.5081967213114754,0.2692307692307693
0.21428571428571425,0.5163934426229508,0.3076923076923077
0.9081632653061223,0.5163934426229508,0.3076923076923077
0.16326530612244897,0.5163934426229508,0.48076923076923084
0.8877551020408162,0.5163934426229508,0.40384615384615385
0.19387755102040813,0.5163934426229508,0.5000000000000001
0.7653061224489796,0.5163934426229508,0.3846153846153847
0.1530612244897959,0.5163934426229508,0.5576923076923077
0.8979591836734693,0.5163934426229508,0.17307692307692313
0.0,0.5163934426229508,0.3653846153846154
0.7857142857142856,0.5163934426229508,0.23076923076923084
0.0,0.5163934426229508,0.3076923076923077
0.7346938775510203,0.5163934426229508,0.23076923076923084
0.346938775510204,0.5245901639344263,0.730769230769231
0.836734693877551,0.5245901639344263,0.21153846153846156
0.04081632653061224,0.5409836065573771,0.019230769230769273
0.9387755102040816,0.5409836065573771,0.25
0.2551020408163265,0.5737704918032787,0.6153846153846154
0.7551020408163265,0.5737704918032787,0.34615384615384615
0.19387755102040813,0.5819672131147541,0.46153846153846156
0.9591836734693877,0.5819672131147541,0.28846153846153855
0.26530612244897955,0.5901639344262295,0.34615384615384615
0.6326530612244897,0.5901639344262295,0.2692307692307693
0.12244897959183672,0.5901639344262295,0.42307692307692313
0.7551020408163265,0.5901639344262295,0.1923076923076924
0.09183673469387754,0.5901639344262295,0.34615384615384615
0.9285714285714285,0.5901639344262295,0.34615384615384615
0.12244897959183672,0.5983606557377049,0.6538461538461539
0.8673469387755102,0.5983606557377049,0.23076923076923084
0.14285714285714282,0.5983606557377049,0.7692307692307693
0.693877551020408,0.5983606557377049,0.17307692307692313
0.13265306122448978,0.639344262295082,0.7884615384615384
0.9081632653061223,0.639344262295082,0.326923076923077
0.31632653061224486,0.6721311475409836,0.3653846153846154
0.8673469387755102,0.6721311475409836,0.2692307692307693
0.14285714285714282,0.680327868852459,0.5384615384615385
0.8877551020408162,0.680327868852459,0.21153846153846156
0.38775510204081626,0.6885245901639344,0.4423076923076924
0.9795918367346937,0.6885245901639344,0.23076923076923084
0.2346938775510204,0.7049180327868853,0.6923076923076924
0.6836734693877551,0.7049180327868853,0.1923076923076924
0.16326530612244897,0.7213114754098361,0.4423076923076924
0.8571428571428571,0.7213114754098361,0.34615384615384615
0.22448979591836732,0.7213114754098361,0.3076923076923077
0.693877551020408,0.7213114754098361,0.2692307692307693
0.07142857142857142,0.8032786885245902,0.28846153846153855
0.9183673469387754,0.8032786885245902,0.3846153846153847
0.1530612244897959,0.8606557377049181,0.5576923076923077
0.7959183673469387,0.8606557377049181,0.326923076923077
0.2755102040816326,0.9098360655737705,0.5192307692307693
0.7448979591836734,0.9098360655737705,0.2692307692307693
0.173469387755102,1.0,0.2692307692307693
0.836734693877551,1.0,0.23076923076923084
