Spending Score (1-100),Annual Income (k$)
0.9591836734693877,0.4590163934426229
0.1020408163265306,0.4590163934426229
0.7551020408163265,0.4590163934426229
0.08163265306122448,0.4590163934426229
0.7551020408163265,0.4590163934426229
0.336734693877551,0.4672131147540983
0.7142857142857142,0.4672131147540983
0.04081632653061224,0.47540983606557374
0.8877551020408162,0.47540983606557374
0.061224489795918366,0.47540983606557374
0.7346938775510203,0.47540983606557374
0.09183673469387754,0.48360655737704916
0.7244897959183673,0.48360655737704916
0.04081632653061224,0.4918032786885246
0.9387755102040816,0.4918032786885246
0.39795918367346933,0.5
0.8775510204081631,0.5
0.11224489795918367,0.5081967213114754
0.9795918367346937,0.5081967213114754
0.3571428571428571,0.5081967213114754
0.7448979591836734,0.5081967213114754
0.21428571428571425,0.5163934426229508
0.9081632653061223,0.5163934426229508
0.16326530612244897,0.5163934426229508
0.8877551020408162,0.5163934426229508
0.19387755102040813,0.5163934426229508
0.7653061224489796,0.5163934426229508
0.1530612244897959,0.5163934426229508
0.8979591836734693,0.5163934426229508
0.0,0.5163934426229508
0.7857142857142856,0.5163934426229508
0.0,0.5163934426229508
0.7346938775510203,0.5163934426229508
0.346938775510204,0.5245901639344263
0.836734693877551,0.5245901639344263
0.04081632653061224,0.5409836065573771
0.9387755102040816,0.5409836065573771
0.2551020408163265,0.5737704918032787
0.7551020408163265,0.5737704918032787
0.19387755102040813,0.5819672131147541
0.9591836734693877,0.5819672131147541
0.26530612244897955,0.5901639344262295
0.6326530612244897,0.5901639344262295
0.12244897959183672,0.5901639344262295
0.7551020408163265,0.5901639344262295
0.09183673469387754,0.5901639344262295
0.9285714285714285,0.5901639344262295
0.12244897959183672,0.5983606557377049
0.8673469387755102,0.5983606557377049
0.14285714285714282,0.5983606557377049
0.693877551020408,0.5983606557377049
0.13265306122448978,0.639344262295082
0.9081632653061223,0.639344262295082
0.31632653061224486,0.6721311475409836
0.8673469387755102,0.6721311475409836
0.14285714285714282,0.680327868852459
0.8877551020408162,0.680327868852459
0.38775510204081626,0.6885245901639344
0.9795918367346937,0.6885245901639344
0.2346938775510204,0.7049180327868853
0.6836734693877551,0.7049180327868853
0.16326530612244897,0.7213114754098361
0.8571428571428571,0.7213114754098361
0.22448979591836732,0.7213114754098361
0.693877551020408,0.7213114754098361
0.07142857142857142,0.8032786885245902
0.9183673469387754,0.8032786885245902
0.1530612244897959,0.8606557377049181
0.7959183673469387,0.8606557377049181
0.2755102040816326,0.9098360655737705
0.7448979591836734,0.9098360655737705
0.173469387755102,1.0
0.836734693877551,1.0
