PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel,Cluster
25224,21,Female,Europe,RPG,9.637035358459318,0,Easy,6,57,42,46,Medium,2
42829,24,Male,Asia,Strategy,21.88192989046821,0,Hard,13,114,50,23,High,0
38881,34,Male,Europe,Sports,22.87444587256196,0,Hard,17,123,1,36,High,0
14223,37,Male,USA,Simulation,6.190253508873044,0,Easy,2,57,77,46,High,2
12150,33,Female,Europe,Simulation,5.173043098290008,0,Easy,3,124,36,33,Medium,0
38900,30,Male,Europe,Sports,17.09881132183437,0,Medium,0,179,18,11,Low,0
36377,45,Male,Asia,Sports,23.862295014943133,0,Hard,3,57,27,18,Low,0
15197,15,Male,USA,Sports,0.2960557824773167,0,Medium,16,63,40,14,Medium,0
39801,17,Male,USA,RPG,12.40380440318178,0,Easy,0,100,49,14,Low,2
48859,43,Female,USA,RPG,10.31204322243993,0,Hard,13,52,25,31,Medium,0
15314,40,Male,Europe,Simulation,22.463002759473795,1,Easy,7,104,25,21,Medium,1
17116,29,Female,USA,Simulation,9.895339715495028,0,Medium,9,153,77,30,High,0
44646,32,Male,USA,RPG,6.487685160533398,0,Hard,12,37,67,25,Medium,0
47324,44,Male,Asia,Strategy,2.2557040380942883,0,Hard,9,163,62,22,High,0
10278,41,Male,Other,RPG,22.36684959038733,0,Medium,14,120,76,29,Medium,0
24868,22,Female,Asia,Action,6.343428841166818,1,Medium,8,103,43,10,Medium,1
22793,27,Female,Asia,Strategy,5.896640455442638,1,Easy,11,164,95,17,High,1
32389,18,Male,USA,Sports,17.34131750213045,1,Medium,11,10,96,35,Low,1
24368,19,Female,USA,Action,4.88652738835791,0,Easy,17,174,16,43,High,0
15882,31,Female,Europe,Sports,6.061133155104817,0,Hard,7,153,21,1,Medium,0
40806,18,Male,Other,Action,10.165136200194016,0,Easy,4,36,40,42,Low,2
48669,31,Male,Europe,RPG,19.734956696083948,0,Hard,16,91,77,32,High,0
43139,26,Female,USA,Strategy,20.106653363888405,0,Easy,3,62,79,24,Low,2
38885,49,Male,USA,Action,22.582307374807822,1,Easy,8,141,67,1,High,1
30790,42,Male,USA,Action,8.482453272426271,1,Easy,15,46,43,38,Medium,1
42355,40,Male,USA,RPG,4.429385875069006,0,Easy,4,94,13,49,Medium,0
43224,16,Male,Other,Sports,13.83627328294971,0,Hard,16,53,28,45,Medium,0
32461,45,Female,USA,Simulation,17.313866547054484,0,Medium,0,88,70,36,Low,0
36969,43,Female,Europe,Sports,14.62272385266234,0,Hard,1,114,57,22,Low,0
12615,42,Female,USA,RPG,22.36851036903683,0,Easy,7,165,70,48,Medium,0
42460,28,Female,USA,RPG,14.77171530600164,1,Easy,13,105,18,18,Medium,1
25096,48,Female,USA,Strategy,20.75776567514493,0,Easy,5,126,22,8,Medium,0
17304,30,Male,USA,Action,3.5243445076668403,0,Medium,18,33,8,39,Medium,0
36381,26,Male,USA,Strategy,16.00563527274172,1,Medium,16,120,66,19,High,1
20225,47,Male,Europe,Sports,13.872848780237971,0,Medium,10,119,72,49,Medium,0
22130,35,Male,Europe,Sports,10.19953634866416,1,Medium,4,37,96,0,Low,1
44499,15,Female,USA,Simulation,18.08002870445183,0,Medium,16,57,93,36,Medium,2
11757,15,Female,Europe,Sports,21.65245578191552,0,Easy,3,101,87,34,Medium,2
19917,34,Male,Europe,Action,7.874386377315869,0,Easy,6,36,50,31,Low,2
37383,29,Female,Other,Simulation,8.579246364498777,0,Easy,18,101,37,27,High,0
26847,38,Female,Asia,Sports,16.908184428668264,0,Medium,6,97,78,6,Medium,0
42169,27,Male,USA,Action,19.71014233509805,0,Easy,10,119,57,18,Medium,0
24296,46,Female,USA,Action,21.174593633222464,0,Easy,6,159,76,38,Medium,0
33782,17,Female,Europe,RPG,17.27736992975119,0,Medium,12,121,60,32,High,2
36259,27,Female,USA,RPG,0.5728595865819042,0,Hard,4,98,46,11,Medium,0
9608,44,Male,USA,RPG,21.49074235791448,0,Medium,6,81,27,6,Low,0
14757,19,Female,Europe,RPG,9.69085058082241,0,Medium,15,160,75,15,Medium,0
27826,31,Female,USA,RPG,2.2541537004344327,1,Hard,2,167,98,39,Low,1
15705,42,Male,Europe,Strategy,8.600089965073689,0,Medium,2,36,35,4,High,0
14215,35,Male,Europe,RPG,21.572897895177025,0,Easy,1,141,10,41,Low,0
22705,40,Male,Asia,RPG,12.297057443308947,0,Easy,7,17,47,29,Low,0
10731,32,Female,USA,Simulation,15.786657059317529,0,Medium,8,50,52,45,Medium,0
40252,20,Male,Asia,RPG,5.611580394760318,1,Hard,1,53,71,23,Low,1
16388,30,Female,Asia,Strategy,3.665065171347937,0,Hard,9,143,99,41,High,0
18003,24,Male,USA,Strategy,21.776282411400985,1,Medium,15,157,27,7,High,1
26999,45,Female,Europe,Action,7.666887226717228,0,Easy,14,104,43,48,High,0
45506,29,Male,Europe,Simulation,8.302214200244022,0,Medium,4,109,46,11,Medium,0
40421,33,Male,Europe,Simulation,14.938847697130225,0,Medium,15,38,79,7,Medium,0
15056,47,Female,USA,Simulation,19.17186079595444,0,Easy,2,96,39,19,Low,0
28495,48,Female,USA,Action,16.14882794314048,0,Easy,17,28,66,14,Medium,0
35801,42,Male,USA,Strategy,3.879754301177432,0,Easy,4,79,78,27,Medium,2
11322,30,Male,Europe,Simulation,15.611019205576378,0,Easy,19,29,72,1,Medium,0
27986,31,Male,USA,Sports,0.4909328882394064,0,Easy,2,17,96,37,Low,2
15814,23,Male,USA,Action,23.157642857635565,0,Easy,9,52,4,7,Medium,0
14030,25,Female,Europe,RPG,9.568978008459766,0,Easy,17,133,69,37,High,2
29168,18,Male,Europe,Action,5.429694458107532,0,Easy,8,98,16,22,Medium,0
42599,17,Female,Europe,Sports,5.792709409308211,0,Medium,6,144,97,9,Medium,0
14676,42,Male,Asia,Simulation,18.68741056104737,0,Hard,19,149,92,36,High,0
38513,39,Male,USA,Strategy,11.85638349936666,0,Hard,8,159,28,44,Medium,0
41452,23,Male,Asia,Simulation,11.185604074662908,0,Easy,12,101,51,31,Medium,2
32870,49,Female,USA,RPG,11.387026647189224,0,Hard,2,178,18,16,Medium,0
35688,29,Male,Europe,Simulation,11.256179789007607,0,Easy,4,85,20,20,Medium,0
24337,18,Male,Europe,Action,5.212258199890406,0,Medium,7,70,54,26,Medium,2
19490,35,Male,USA,Action,11.7744206048828,0,Medium,10,119,92,5,Medium,0
14787,35,Male,Europe,Action,6.950139613843163,0,Easy,14,172,85,28,High,0
14466,26,Male,Europe,Sports,1.6353748617492787,1,Medium,13,22,80,44,Medium,1
47898,22,Male,Other,Action,9.35446243378114,0,Easy,13,141,59,15,High,0
39304,46,Female,USA,Simulation,17.357005396685018,1,Medium,14,82,14,26,Medium,1
37035,20,Male,USA,Sports,12.58036186442434,1,Medium,3,57,69,36,Low,1
17617,24,Male,USA,Sports,5.213005190798245,0,Medium,2,55,80,38,High,2
42851,21,Male,Asia,RPG,0.2768151401550378,0,Easy,1,173,46,25,Low,0
39509,22,Male,Other,Sports,10.198932976672408,0,Easy,1,38,26,17,Low,2
29279,17,Male,USA,Action,22.57013746177788,0,Medium,6,128,68,32,High,0
25825,43,Female,Other,Strategy,15.405250571821448,1,Hard,14,174,32,31,High,1
47307,39,Male,Asia,Action,6.995611664399768,0,Hard,9,56,10,22,Medium,0
40159,18,Female,USA,Strategy,18.26575416200217,1,Easy,0,166,53,10,Low,1
34272,47,Male,USA,RPG,8.267206253709567,1,Medium,0,174,53,28,Low,1
18606,44,Male,USA,RPG,5.296692731556459,0,Easy,2,17,25,31,Low,0
11875,35,Female,USA,RPG,16.260669141666583,0,Easy,3,125,71,42,Medium,0
33194,47,Female,Europe,Sports,0.080513817149467,0,Hard,2,26,36,11,Low,0
40946,42,Male,Asia,Strategy,22.27382245619601,0,Easy,17,92,53,2,High,0
38223,27,Male,Europe,Sports,3.2640188455105257,0,Medium,2,139,91,12,Low,0
34166,18,Male,Asia,Strategy,8.17697801335272,0,Medium,12,167,78,42,High,0
45489,24,Female,USA,Simulation,15.842216617835756,0,Easy,16,18,67,34,Medium,2
15985,26,Male,Europe,Sports,3.045745351080521,0,Medium,4,114,34,11,Medium,0
27400,23,Male,Europe,Strategy,9.89737663587396,0,Easy,16,138,63,6,High,0
33924,19,Male,USA,Strategy,21.70461522574466,1,Medium,12,146,23,25,High,1
29904,30,Female,Asia,Action,14.72189427850497,0,Easy,12,59,19,18,Medium,0
29697,48,Female,USA,Strategy,0.121963513273136,1,Medium,17,20,93,43,Medium,1
35827,42,Male,Asia,Simulation,2.749510709316511,1,Medium,12,47,46,36,Medium,1
41858,37,Male,Europe,Simulation,19.756502099289683,0,Hard,4,176,4,15,Medium,0
48407,35,Female,USA,Strategy,11.702642151566216,0,Easy,9,109,7,11,High,0
9734,40,Female,Other,Action,22.637952114880743,0,Medium,5,157,5,13,Medium,0
46402,46,Male,USA,Simulation,12.417345355003905,0,Hard,19,152,13,38,High,0
24949,28,Male,Europe,Strategy,21.518025024140453,0,Medium,17,119,62,42,High,0
16980,20,Male,Asia,RPG,1.565102086226597,0,Medium,15,138,74,1,High,0
33935,23,Female,Europe,RPG,17.337260082966996,0,Medium,2,13,73,16,Low,2
20626,42,Male,Asia,RPG,18.82855295575711,0,Easy,15,43,73,41,Medium,0
37736,20,Female,Europe,Simulation,16.19414609222076,0,Hard,0,48,83,27,Medium,2
33857,38,Male,USA,RPG,16.070502396500668,0,Hard,14,85,84,46,Medium,0
27670,47,Male,USA,Sports,12.308988353456666,0,Hard,6,117,46,26,Medium,0
37601,31,Male,USA,Action,0.1522957768649515,0,Medium,0,142,90,15,Low,0
12564,21,Female,USA,Simulation,12.899000179583672,0,Medium,3,153,19,44,Medium,0
28114,34,Male,Europe,Action,8.099260115757378,0,Easy,19,151,80,25,High,0
41768,44,Male,Asia,Action,5.328921869809606,0,Medium,10,12,36,20,High,0
47633,17,Male,USA,Strategy,2.5563845765843096,1,Easy,7,27,67,28,Low,1
25852,20,Male,Other,Simulation,2.708399558532106,1,Easy,7,123,29,15,High,1
10402,47,Male,Europe,Strategy,22.937023718568184,0,Medium,9,81,46,17,Medium,0
20905,30,Female,Europe,RPG,14.290614690146136,0,Easy,15,80,77,48,Medium,2
31894,44,Male,Asia,Simulation,1.667965390426822,0,Easy,17,129,82,40,High,0
24999,22,Male,Europe,Sports,18.429787731023307,0,Hard,4,62,44,34,Low,0
27524,24,Female,Asia,Sports,15.559283996451745,0,Easy,3,50,78,48,Medium,2
37086,26,Male,Europe,Simulation,20.16558026055685,1,Easy,0,49,40,28,High,1
24685,31,Male,Europe,Sports,7.156211706762015,1,Hard,19,82,98,22,High,1
46436,24,Female,Europe,RPG,3.992705389947568,0,Hard,8,22,25,17,Low,0
21515,47,Female,USA,Action,1.3946492738416412,1,Medium,3,159,49,32,Medium,1
32484,27,Female,Europe,Sports,2.8467811443059388,0,Easy,19,57,45,34,Medium,0
36872,46,Female,USA,Sports,4.698827619427323,0,Easy,5,47,95,45,Medium,0
36417,37,Male,USA,Action,13.99237229131781,0,Easy,9,60,16,20,Medium,0
40411,41,Male,Europe,Sports,14.741569619889964,1,Medium,17,149,47,18,High,1
13962,23,Male,Europe,Action,8.360294832839966,0,Easy,2,127,78,6,Low,2
17489,20,Female,USA,Strategy,18.10549856185268,0,Medium,13,77,52,19,Medium,0
27838,31,Male,Europe,Strategy,6.536307319977327,0,Easy,15,109,11,28,High,0
29974,24,Male,Europe,Action,13.860224529504936,1,Hard,9,100,61,14,Medium,1
28240,24,Male,Asia,Sports,12.695783616405482,0,Medium,19,113,22,48,Low,0
20348,47,Female,USA,Strategy,11.393709176245943,1,Hard,12,168,21,47,High,1
32685,29,Male,Asia,RPG,6.848247238399023,0,Hard,0,159,83,17,Low,0
37836,16,Male,Asia,RPG,12.758300955931546,0,Easy,6,161,34,38,Medium,2
33893,43,Male,USA,Strategy,18.68733067081945,0,Medium,11,96,58,14,Medium,0
11149,41,Male,Europe,Sports,8.68319573294876,1,Hard,8,125,31,23,Medium,1
24013,20,Male,Europe,Strategy,21.06835111071566,1,Easy,13,99,68,8,Medium,1
17279,36,Male,Europe,Strategy,0.4997700716707953,0,Hard,14,44,97,15,Medium,0
22185,17,Male,USA,Strategy,6.783908494574621,0,Hard,10,23,6,14,Low,0
38104,24,Female,USA,Action,13.14425545324363,0,Hard,3,80,49,10,Low,0
14001,33,Female,Asia,Action,2.91494155624262,0,Easy,19,124,68,37,High,0
47622,39,Male,Europe,RPG,22.67633776002301,0,Medium,2,131,61,37,Medium,0
23335,29,Male,Europe,Strategy,12.989488128226158,1,Easy,9,94,80,33,Medium,1
44524,43,Male,USA,RPG,14.064695893533743,0,Easy,13,153,66,42,High,0
23632,29,Male,USA,Action,7.883125038607041,0,Hard,1,60,11,35,Low,0
46050,33,Male,Asia,RPG,5.728851137908927,0,Easy,2,45,19,2,Low,0
28223,30,Female,USA,Strategy,4.57091381702893,0,Easy,7,28,30,1,Low,0
25041,47,Female,Europe,Strategy,5.61060178601482,0,Hard,6,30,71,20,Low,0
14020,20,Male,USA,Sports,9.420729219338371,0,Easy,8,133,42,10,Medium,0
23856,42,Male,Asia,RPG,14.609732609188264,1,Medium,12,104,56,3,Medium,1
27134,22,Male,USA,RPG,2.1670235155526623,0,Easy,5,118,14,23,Medium,0
27618,24,Female,Other,RPG,15.214229721195828,0,Hard,10,63,58,37,Medium,0
45023,24,Female,Asia,RPG,17.336274246696195,1,Medium,1,109,1,7,Low,1
40073,33,Male,Europe,RPG,17.184696903804717,1,Hard,14,17,58,19,Low,1
36824,27,Female,USA,Simulation,7.762770394678976,0,Easy,8,125,72,0,Medium,0
38724,15,Male,Europe,Sports,22.04615787133573,0,Easy,1,63,24,15,Low,2
38820,31,Female,USA,RPG,14.332662182664585,0,Easy,18,18,70,34,Medium,2
10647,29,Female,Europe,Strategy,8.094082801478471,1,Hard,16,139,1,35,High,1
26977,45,Female,Asia,Strategy,12.62349445105904,0,Hard,15,145,95,41,High,0
12000,39,Male,USA,RPG,6.533978796406122,0,Easy,1,135,14,21,Low,0
38394,16,Male,USA,RPG,7.858806156019106,0,Easy,7,164,49,14,Medium,0
11772,18,Male,Europe,Sports,8.700353867204548,0,Medium,17,16,29,15,Low,0
43478,20,Male,Europe,Sports,7.772579469525437,1,Easy,13,59,45,6,Low,1
43899,22,Female,Asia,Simulation,18.25226882604808,1,Hard,2,149,37,23,Medium,1
35517,46,Male,USA,RPG,23.717865360312373,0,Hard,6,68,5,6,Medium,0
33726,49,Female,Asia,Simulation,19.121715192834813,0,Easy,0,22,5,2,Low,0
23290,18,Male,Europe,Simulation,8.998493670975016,1,Hard,8,128,82,5,Low,1
28237,47,Female,USA,RPG,16.755704632823093,1,Easy,14,53,21,43,Medium,1
33082,49,Female,Other,Strategy,6.086682348547599,1,Easy,5,89,81,17,Medium,1
47274,31,Female,USA,Simulation,22.023189219474027,0,Easy,10,120,85,27,Medium,0
28025,49,Male,Asia,RPG,10.494538443892308,0,Easy,9,129,3,36,Medium,0
22849,33,Female,Europe,RPG,2.9089990755048643,0,Easy,8,68,42,15,Medium,0
47056,34,Male,USA,Simulation,21.781889798367374,0,Easy,10,42,92,2,Medium,0
23131,24,Female,Europe,Strategy,18.068594082544145,1,Easy,8,33,67,30,Medium,1
17435,24,Male,Europe,Action,15.743024127071452,1,Easy,13,149,16,48,High,1
32581,37,Male,Europe,RPG,11.501892438207571,0,Medium,7,175,6,36,Medium,0
34924,42,Male,USA,Simulation,21.7248840235956,1,Easy,2,133,79,49,Medium,1
31026,15,Male,Other,Strategy,11.59428038292504,0,Medium,8,178,85,16,High,0
29351,46,Female,Asia,RPG,6.244278613653111,0,Medium,15,142,25,40,High,0
15600,46,Male,USA,Simulation,6.158463857868285,0,Easy,17,161,21,41,High,0
21528,36,Female,Asia,Simulation,19.549285216247377,0,Easy,6,16,58,20,Low,0
39467,30,Male,USA,Strategy,5.461605164884316,0,Medium,13,12,43,47,Low,0
28948,22,Female,USA,Sports,3.693708237597267,1,Medium,11,49,38,44,Medium,1
21110,39,Male,USA,Strategy,12.774827499895927,0,Easy,18,44,64,35,Medium,0
18284,47,Female,Europe,Action,5.269335204292219,0,Medium,18,172,8,32,High,0
30541,20,Male,USA,Strategy,16.49087852668383,0,Hard,4,152,47,49,Medium,0
10392,34,Male,Other,Action,11.936888398418214,0,Medium,16,139,5,25,High,0
41572,40,Male,Europe,RPG,1.429725900321837,0,Medium,15,102,3,48,High,0
9816,41,Female,USA,Action,8.034741991375771,0,Easy,17,55,25,15,Medium,0
32062,39,Male,Europe,Strategy,18.674984947246305,1,Easy,4,76,20,47,Medium,1
41686,29,Female,USA,Strategy,20.187172204906943,0,Easy,16,52,2,20,Medium,0
33529,47,Female,USA,Simulation,0.1848672293270157,0,Medium,8,122,81,8,Medium,0
14525,38,Male,USA,Action,13.632375635163427,0,Medium,1,144,77,48,Medium,0
24211,28,Female,USA,Action,21.3756816643795,0,Easy,10,49,36,44,Medium,2
43928,17,Male,Asia,RPG,7.328501183659006,0,Easy,19,46,10,9,Medium,0
42486,28,Male,USA,Sports,9.747448446669363,0,Medium,2,175,20,13,Low,0
29831,18,Male,USA,Sports,2.507227557004072,0,Medium,19,133,42,32,High,0
17305,47,Male,Europe,Simulation,10.774017219621992,0,Easy,6,60,2,42,Medium,0
17639,45,Male,USA,RPG,8.740474612311775,0,Easy,4,142,99,21,Medium,0
46187,33,Male,Other,Simulation,16.170595314723528,0,Easy,7,88,28,23,Medium,0
13859,32,Female,Europe,Simulation,11.149473863558304,0,Easy,10,58,54,22,Medium,2
20237,19,Female,Europe,Simulation,17.06387526790639,0,Medium,6,52,91,6,Medium,2
9740,34,Male,Asia,Action,18.84412131863381,0,Medium,8,81,94,49,Medium,0
13741,42,Male,USA,Sports,17.069977469437077,0,Easy,15,115,54,36,High,0
26470,26,Female,Asia,Simulation,7.853079907193353,0,Easy,4,129,86,26,Low,2
30581,42,Male,USA,Sports,3.7594911398665847,0,Easy,8,168,98,7,Medium,0
12095,48,Male,USA,Simulation,18.93262982069789,0,Hard,1,53,39,6,Low,0
45243,46,Female,USA,Sports,11.021363964967303,0,Easy,0,21,52,15,Low,0
33779,33,Female,USA,Strategy,8.594652005075648,0,Medium,10,62,95,21,Low,0
44390,20,Male,Other,Sports,6.729120262418518,0,Easy,17,159,9,48,High,0
40542,37,Female,Asia,Action,4.563093846292742,1,Easy,12,98,92,24,Medium,1
48908,45,Male,USA,Simulation,19.102827092480425,0,Medium,15,168,47,26,High,0
38421,41,Male,Asia,Simulation,20.35421347475273,0,Hard,7,107,45,35,Medium,0
19545,17,Female,USA,Simulation,20.20455999190895,0,Easy,6,105,75,17,Medium,2
18535,17,Male,Other,RPG,5.638654734977317,1,Easy,2,21,80,41,Low,1
40589,32,Male,USA,Simulation,23.088399854434428,0,Easy,13,139,66,14,High,0
18920,40,Male,Asia,RPG,2.685084032229973,0,Medium,6,15,34,20,Low,0
28415,22,Female,USA,Strategy,18.01042434643754,0,Easy,2,48,6,48,Low,2
31053,34,Female,USA,Simulation,17.856487771627044,0,Easy,10,130,60,18,Medium,0
46305,18,Male,USA,Strategy,21.089559067684988,0,Hard,6,174,8,27,Medium,0
40150,38,Female,USA,Action,15.681671964060996,0,Easy,15,64,84,13,Medium,0
35713,21,Male,Asia,RPG,18.54500347912597,0,Easy,12,151,40,8,High,0
36739,42,Male,Asia,Sports,11.244832870233491,0,Easy,16,136,66,43,High,0
38655,44,Male,USA,Action,7.427332812339425,0,Easy,17,125,64,33,High,0
34889,18,Male,Other,Action,9.017174853990038,1,Easy,13,121,54,21,Medium,1
22252,16,Male,Other,Sports,8.320933327762889,1,Easy,9,90,73,21,Medium,1
39617,47,Female,Other,RPG,10.786882187083066,0,Medium,13,100,82,11,Medium,0
12049,26,Male,Asia,Simulation,8.523839952469613,0,Easy,11,118,45,20,Medium,0
33186,31,Female,Europe,Simulation,15.871858898690244,0,Easy,2,80,17,28,Low,0
34469,46,Male,USA,Sports,5.27770501510539,0,Medium,4,175,35,32,Medium,0
23786,23,Female,Asia,Action,18.5434244886818,0,Medium,13,91,34,49,Medium,0
44765,37,Male,Asia,RPG,2.966824945463536,0,Easy,6,35,28,15,Low,0
37957,48,Female,USA,Strategy,20.04571665391783,0,Easy,10,103,7,38,Medium,0
42554,43,Male,Asia,Action,0.9380351482172068,0,Easy,16,94,13,15,High,0
40657,23,Male,USA,Strategy,17.79284167048344,0,Medium,9,80,81,19,Medium,0
36054,32,Female,USA,Action,15.223854145978269,1,Easy,3,59,47,49,Low,1
33245,23,Female,Europe,Strategy,21.568408326474525,1,Medium,12,163,3,11,Medium,1
34771,36,Female,Asia,Strategy,17.097806880781803,0,Medium,18,95,27,0,High,0
18975,42,Male,USA,Sports,5.889588048087198,0,Medium,14,170,61,13,High,0
46604,34,Female,Europe,RPG,21.44281656127773,1,Easy,8,109,49,19,Medium,1
37434,44,Male,USA,RPG,3.7378737270049065,1,Medium,7,165,37,38,Medium,1
41227,16,Female,USA,Action,23.563782943787025,0,Medium,5,99,15,15,Medium,0
12619,43,Male,Asia,Sports,23.320922401944934,1,Medium,0,62,71,48,Low,1
15186,49,Male,USA,Strategy,15.729256091387896,0,Medium,12,167,34,16,High,0
40276,19,Female,Europe,Simulation,20.373270290896965,0,Easy,0,54,74,40,Low,2
37860,41,Male,Asia,Action,11.855675060558568,1,Easy,2,134,98,2,Low,1
25174,31,Female,USA,Sports,12.887629796694483,1,Easy,17,179,84,31,High,1
19592,16,Male,Other,Simulation,4.718545717947556,1,Easy,15,93,10,27,Medium,1
21790,30,Female,Asia,Action,10.75841036806871,1,Easy,17,163,68,30,High,1
16679,32,Female,USA,Action,7.058932477552774,0,Easy,1,166,65,20,High,0
10451,42,Female,Asia,RPG,4.27754927113061,0,Medium,4,26,64,32,Low,0
35161,36,Female,Europe,Simulation,3.5093393152107355,0,Easy,14,179,57,6,High,0
14815,18,Male,USA,Simulation,16.36224096092642,0,Medium,3,169,82,41,Medium,0
48235,21,Female,Asia,Simulation,23.02030958871504,1,Hard,11,125,29,25,Medium,1
40052,49,Female,Europe,Sports,10.453751014892209,0,Easy,8,10,69,13,Low,0
30622,21,Male,USA,Sports,11.57772986557816,1,Easy,10,99,44,19,Medium,1
11743,26,Male,USA,Simulation,7.307187086686754,1,Medium,7,123,14,19,Medium,1
38634,42,Male,USA,Simulation,23.644417807017746,0,Medium,3,125,76,29,Medium,0
10503,45,Female,Other,Action,22.29016477157761,0,Easy,9,43,60,33,Medium,0
19026,48,Male,USA,Sports,3.685060735935732,1,Hard,11,27,6,16,Low,1
20257,37,Male,USA,Sports,10.756073600747085,0,Medium,6,167,46,6,Medium,0
39789,27,Male,USA,Action,1.3655192510023584,0,Medium,10,129,83,34,Low,0
17087,21,Male,Asia,Simulation,12.362438358400684,0,Easy,9,161,49,49,High,2
32832,31,Male,USA,Simulation,16.76712984544958,0,Easy,12,85,39,46,Medium,2
44037,17,Female,Europe,Strategy,21.133130603889647,0,Medium,12,75,23,49,Medium,0
32149,29,Female,Other,Action,8.784888161432317,0,Easy,13,46,1,18,Medium,0
11531,25,Male,Asia,Simulation,8.207349787537556,1,Easy,18,46,65,37,Medium,1
39582,16,Female,Asia,Sports,16.2577948022261,1,Medium,12,164,14,19,High,1
