PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel,Cluster,PCA1,PCA2
38828,28,Male,Asia,Action,22.653546725453964,0,Easy,9,169,42,32,High,2,1.730549546831369,-0.7956314271258424
20790,23,Male,Europe,Strategy,18.55327959144355,0,Easy,19,41,53,20,Medium,2,1.5638923718036575,-0.24379584564051274
43419,20,Female,USA,Simulation,16.25843183116664,0,Easy,16,103,87,16,High,2,1.2712944841821456,0.5679281569213517
43398,39,Male,USA,Simulation,14.681061792461696,0,Medium,7,159,52,26,Medium,0,-0.2649944755150143,-0.6431637745529353
45168,41,Female,Europe,Strategy,20.839053923076,0,Easy,19,79,26,18,High,0,0.9769072316532642,-1.9318737288935797
23470,40,Male,Asia,RPG,9.583635613714748,0,Hard,3,83,67,1,Low,1,-2.5251591480076736,0.1634801734446556
23307,35,Male,USA,Action,23.84647971202036,0,Easy,6,156,4,21,Medium,0,0.9998551041690497,-1.947310834213331
9314,20,Female,USA,Action,18.921123790663284,0,Easy,2,64,54,25,Low,2,1.0429710916580355,0.590793745076708
17057,31,Male,USA,Action,2.7020152238801227,0,Hard,0,164,57,9,Low,1,-2.3620927007132098,0.4430107416540231
17975,31,Female,Europe,RPG,8.748144446620369,1,Hard,6,36,24,10,Low,3,-1.8361510599466304,0.8992399854226508
11308,41,Female,Europe,Strategy,17.167602538582784,0,Easy,17,109,44,18,High,0,0.6389366525536156,-1.4593259213850918
28565,41,Female,Europe,Strategy,10.570970014974078,0,Medium,7,28,44,5,Low,1,-1.5473335481404011,-0.5051160599818011
19580,41,Female,Europe,Action,14.528814507664364,0,Medium,5,64,50,45,Medium,0,0.09657337613246557,-0.12627179062618757
11240,42,Male,Europe,Strategy,3.869006111060553,0,Easy,7,166,79,8,Medium,1,-1.1578903442160469,-0.2566787205411374
31041,21,Female,Europe,Strategy,19.22841415249192,0,Easy,1,71,41,43,Low,2,1.643907830282151,0.44196546525839464
44813,26,Male,USA,Action,10.88236422325679,0,Easy,14,106,48,14,Medium,0,0.5333307708513453,-0.39164340243995105
46852,43,Male,USA,Strategy,7.584836022947157,0,Hard,4,57,72,34,Medium,1,-1.590296796383355,0.5867571285549467
15399,40,Male,USA,RPG,19.11162572220005,0,Medium,17,110,71,5,High,0,-0.3325703273731893,-0.8308763468227739
15988,23,Male,Europe,Strategy,12.057588854495751,0,Medium,9,94,33,39,Medium,0,0.7397656121503309,0.0594634308681431
25954,45,Male,USA,Strategy,8.638847585829298,0,Easy,0,100,77,39,Low,0,-0.29237714721761004,0.2985220698346091
25758,43,Female,Europe,RPG,12.502444070595626,1,Medium,5,49,77,17,Low,3,-1.2954450354405558,1.3203757117054575
30289,20,Female,USA,Simulation,4.200206836849012,0,Medium,19,134,53,20,High,0,0.19236078812287646,0.09161076176199902
26624,29,Female,USA,RPG,16.07650628662454,0,Easy,16,147,46,23,High,2,1.245227329393083,-0.874286424069677
46158,25,Male,USA,Action,6.51436310190227,0,Easy,2,176,76,34,Medium,2,0.43051358853403776,0.843148539264989
42433,17,Female,Asia,Simulation,2.6191117321133888,0,Hard,19,142,63,39,High,0,0.24759751845588923,0.8289380180738884
34400,24,Male,USA,Simulation,19.48168069612761,0,Easy,10,56,63,31,Low,2,1.5205974366934738,0.3431940498496043
35168,17,Female,USA,Simulation,11.689979025732324,1,Easy,8,19,67,28,Low,3,0.9114404384512276,2.2822629799844756
25224,21,Female,Europe,RPG,9.637035358459318,0,Easy,6,57,42,46,Medium,2,1.3378254924380641,0.6019108108028145
42829,24,Male,Asia,Strategy,21.88192989046821,0,Hard,13,114,50,23,High,0,0.35885157073187357,-0.12240472222534168
38881,34,Male,Europe,Sports,22.87444587256196,0,Hard,17,123,1,36,High,0,0.7580157525054593,-1.794531548686075
14223,37,Male,USA,Simulation,6.190253508873044,0,Easy,2,57,77,46,High,2,0.17573851933524126,0.8986543825896955
12150,33,Female,Europe,Simulation,5.173043098290008,0,Easy,3,124,36,33,Medium,0,0.0029659580399516096,-0.24500272199182208
38900,30,Male,Europe,Sports,17.09881132183437,0,Medium,0,179,18,11,Low,1,-0.5518122879768718,-0.9853231683744934
36377,45,Male,Asia,Sports,23.862295014943133,0,Hard,3,57,27,18,Low,1,-1.1328207168753734,-1.087958830642033
15197,15,Male,USA,Sports,0.2960557824773167,0,Medium,16,63,40,14,Medium,0,-0.31124737704550204,0.48661983046276247
39801,17,Male,USA,RPG,12.40380440318178,0,Easy,0,100,49,14,Low,2,0.2806320046972444,0.6297293439782383
48859,43,Female,USA,RPG,10.31204322243993,0,Hard,13,52,25,31,Medium,0,-0.9896668209001268,-0.9371307823117427
15314,40,Male,Europe,Simulation,22.463002759473795,1,Easy,7,104,25,21,Medium,3,0.5429413959953427,-0.405289149672748
17116,29,Female,USA,Simulation,9.895339715495028,0,Medium,9,153,77,30,High,1,0.035887598571610335,0.5016656567623157
44646,32,Male,USA,RPG,6.487685160533398,0,Hard,12,37,67,25,Medium,1,-1.131010241467641,0.6706982340775889
47324,44,Male,Asia,Strategy,2.2557040380942883,0,Hard,9,163,62,22,High,1,-2.0135185901042965,-0.2893475841165125
10278,41,Male,Other,RPG,22.36684959038733,0,Medium,14,120,76,29,Medium,0,0.5610933931729469,-0.5216786009505231
24868,22,Female,Asia,Action,6.343428841166818,1,Medium,8,103,43,10,Medium,3,-0.8103591215234308,1.3045609706584322
22793,27,Female,Asia,Strategy,5.896640455442638,1,Easy,11,164,95,17,High,3,0.01114541951859739,1.790877835845029
32389,18,Male,USA,Sports,17.34131750213045,1,Medium,11,10,96,35,Low,3,0.966952163974199,2.8763794322225853
24368,19,Female,USA,Action,4.88652738835791,0,Easy,17,174,16,43,High,0,1.750859765197658,-0.7135710455788175
15882,31,Female,Europe,Sports,6.061133155104817,0,Hard,7,153,21,1,Medium,1,-2.0245670839064673,-0.7938336149652978
40806,18,Male,Other,Action,10.165136200194016,0,Easy,4,36,40,42,Low,2,1.2273160262180707,0.8100477275913863
48669,31,Male,Europe,RPG,19.734956696083948,0,Hard,16,91,77,32,High,0,0.3305676215933179,0.26897904359041985
43139,26,Female,USA,Strategy,20.106653363888405,0,Easy,3,62,79,24,Low,2,0.851029802421755,0.792732045452379
38885,49,Male,USA,Action,22.582307374807822,1,Easy,8,141,67,1,High,3,-0.5019964833029247,-0.28073441968040846
30790,42,Male,USA,Action,8.482453272426271,1,Easy,15,46,43,38,Medium,3,0.43153447001589335,0.35210973272848417
42355,40,Male,USA,RPG,4.429385875069006,0,Easy,4,94,13,49,Medium,0,0.27591227300519394,-0.8325976379644564
43224,16,Male,Other,Sports,13.83627328294971,0,Hard,16,53,28,45,Medium,0,1.0425312546787124,0.31865378820797174
32461,45,Female,USA,Simulation,17.313866547054484,0,Medium,0,88,70,36,Low,0,-0.45974012997179187,0.08375709342661493
36969,43,Female,Europe,Sports,14.62272385266234,0,Hard,1,114,57,22,Low,1,-1.6022403814385708,-0.16335430217306024
12615,42,Female,USA,RPG,22.36851036903683,0,Easy,7,165,70,48,Medium,0,1.5509692118331906,-0.5541445295510244
42460,28,Female,USA,RPG,14.77171530600164,1,Easy,13,105,18,18,Medium,3,0.737851233447192,-0.07431516863032583
25096,48,Female,USA,Strategy,20.75776567514493,0,Easy,5,126,22,8,Medium,0,-0.3406362451970625,-2.043521638513998
17304,30,Male,USA,Action,3.5243445076668403,0,Medium,18,33,8,39,Medium,0,0.28310403322800604,-0.7398792997042384
36381,26,Male,USA,Strategy,16.00563527274172,1,Medium,16,120,66,19,High,3,0.40943238392273684,1.0542242164259275
20225,47,Male,Europe,Sports,13.872848780237971,0,Medium,10,119,72,49,Medium,1,0.2460204280114303,-0.28312539516268964
22130,35,Male,Europe,Sports,10.19953634866416,1,Medium,4,37,96,0,Low,3,-1.8201533960093879,2.1035003071563896
44499,15,Female,USA,Simulation,18.08002870445183,0,Medium,16,57,93,36,Medium,2,1.612038052332082,1.4382803289160475
11757,15,Female,Europe,Sports,21.65245578191552,0,Easy,3,101,87,34,Medium,2,1.8197418184031058,1.3979673055729391
19917,34,Male,Europe,Action,7.874386377315869,0,Easy,6,36,50,31,Low,2,0.09289375600786304,0.14628592103807758
37383,29,Female,Other,Simulation,8.579246364498777,0,Easy,18,101,37,27,High,0,0.9331220163670114,-0.7338589426685015
26847,38,Female,Asia,Sports,16.908184428668264,0,Medium,6,97,78,6,Medium,0,-0.9593216621910486,0.00841313087310186
42169,27,Male,USA,Action,19.71014233509805,0,Easy,10,119,57,18,Medium,0,1.0341567630805768,-0.31970379973453467
24296,46,Female,USA,Action,21.174593633222464,0,Easy,6,159,76,38,Medium,0,0.8739691295553323,-0.6114356535097194
33782,17,Female,Europe,RPG,17.27736992975119,0,Medium,12,121,60,32,High,2,1.2511919570288652,0.5013368018724548
36259,27,Female,USA,RPG,0.5728595865819042,0,Hard,4,98,46,11,Medium,1,-2.132441916692933,0.5528802627379195
9608,44,Male,USA,RPG,21.49074235791448,0,Medium,6,81,27,6,Low,0,-0.8526565876840401,-1.484266567439301
14757,19,Female,Europe,RPG,9.69085058082241,0,Medium,15,160,75,15,Medium,0,0.22631089996746578,0.49871648765431587
27826,31,Female,USA,RPG,2.2541537004344327,1,Hard,2,167,98,39,Low,3,-1.3681396040674636,2.6934847039883585
15705,42,Male,Europe,Strategy,8.600089965073689,0,Medium,2,36,35,4,High,1,-1.9960879426217188,-0.5303608398203484
14215,35,Male,Europe,RPG,21.572897895177025,0,Easy,1,141,10,41,Low,0,1.2770464947988331,-1.2746816751868064
22705,40,Male,Asia,RPG,12.297057443308947,0,Easy,7,17,47,29,Low,0,0.1003626885846,-0.3137939619652136
10731,32,Female,USA,Simulation,15.786657059317529,0,Medium,8,50,52,45,Medium,0,0.6951348226571773,0.23633589447524372
40252,20,Male,Asia,RPG,5.611580394760318,1,Hard,1,53,71,23,Low,3,-1.4190202014551192,2.8387966800810283
16388,30,Female,Asia,Strategy,3.665065171347937,0,Hard,9,143,99,41,High,1,-0.7214008607802781,1.4367658842976996
18003,24,Male,USA,Strategy,21.776282411400985,1,Medium,15,157,27,7,High,3,0.504573331993971,-0.11259698835194736
26999,45,Female,Europe,Action,7.666887226717228,0,Easy,14,104,43,48,High,0,0.7415279806114945,-0.9556944941028221
45506,29,Male,Europe,Simulation,8.302214200244022,0,Medium,4,109,46,11,Medium,1,-1.0318740966807063,0.038440955695981535
40421,33,Male,Europe,Simulation,14.938847697130225,0,Medium,15,38,79,7,Medium,0,-0.46027176181887464,0.18140709463063434
15056,47,Female,USA,Simulation,19.17186079595444,0,Easy,2,96,39,19,Low,0,-0.2291187370395075,-1.2132293930658624
28495,48,Female,USA,Action,16.14882794314048,0,Easy,17,28,66,14,Medium,0,-0.005754797707126089,-0.9897044233938724
35801,42,Male,USA,Strategy,3.879754301177432,0,Easy,4,79,78,27,Medium,2,-0.7436277778472515,0.3834542679546127
11322,30,Male,Europe,Simulation,15.611019205576378,0,Easy,19,29,72,1,Medium,0,0.34446253882284134,-0.2130710465862807
27986,31,Male,USA,Sports,0.4909328882394064,0,Easy,2,17,96,37,Low,2,-0.36210093932181264,1.8302239741686508
15814,23,Male,USA,Action,23.157642857635565,0,Easy,9,52,4,7,Medium,0,0.971871537975311,-1.22476835152356
14030,25,Female,Europe,RPG,9.568978008459766,0,Easy,17,133,69,37,High,2,1.4762029241471528,0.16609128845366822
29168,18,Male,Europe,Action,5.429694458107532,0,Easy,8,98,16,22,Medium,1,0.5074405336206026,-0.21682552090612875
42599,17,Female,Europe,Sports,5.792709409308211,0,Medium,6,144,97,9,Medium,1,-0.6879441253625233,1.5772912844580151
14676,42,Male,Asia,Simulation,18.68741056104737,0,Hard,19,149,92,36,High,1,0.1526648367396807,-0.1973047335098613
38513,39,Male,USA,Strategy,11.85638349936666,0,Hard,8,159,28,44,Medium,1,-0.3699052514687544,-0.7987411590643926
41452,23,Male,Asia,Simulation,11.185604074662908,0,Easy,12,101,51,31,Medium,2,1.1771500479000896,0.08717449866417117
32870,49,Female,USA,RPG,11.387026647189224,0,Hard,2,178,18,16,Medium,1,-2.1017915582767235,-1.5891211605033897
35688,29,Male,Europe,Simulation,11.256179789007607,0,Easy,4,85,20,20,Medium,0,0.13957441791923633,-0.6056245893011153
24337,18,Male,Europe,Action,5.212258199890406,0,Medium,7,70,54,26,Medium,2,-0.14712571466435698,1.0013142114395592
19490,35,Male,USA,Action,11.7744206048828,0,Medium,10,119,92,5,Medium,0,-1.0008812794170467,0.3397234825753229
14787,35,Male,Europe,Action,6.950139613843163,0,Easy,14,172,85,28,High,0,0.42836317591658685,0.008241913273054903
14466,26,Male,Europe,Sports,1.6353748617492787,1,Medium,13,22,80,44,Medium,3,0.025373750595995795,2.5313450397316886
47898,22,Male,Other,Action,9.35446243378114,0,Easy,13,141,59,15,High,0,0.6134314830064459,0.0014516704097603777
39304,46,Female,USA,Simulation,17.357005396685018,1,Medium,14,82,14,26,Medium,3,-0.17281538035452187,-0.7895016828177552
37035,20,Male,USA,Sports,12.58036186442434,1,Medium,3,57,69,36,Low,3,0.2783888503798071,2.4703758560591966
17617,24,Male,USA,Sports,5.213005190798245,0,Medium,2,55,80,38,High,2,-0.28191041022789387,1.696413568717125
42851,21,Male,Asia,RPG,0.2768151401550378,0,Easy,1,173,46,25,Low,1,-0.16526163684298056,0.49062066241540486
39509,22,Male,Other,Sports,10.198932976672408,0,Easy,1,38,26,17,Low,2,0.028293939493401542,0.16914718666906264
29279,17,Male,USA,Action,22.57013746177788,0,Medium,6,128,68,32,High,0,1.299226792626006,0.7623828055740565
25825,43,Female,Other,Strategy,15.405250571821448,1,Hard,14,174,32,31,High,3,-0.5454195306362525,-0.33505271065695214
47307,39,Male,Asia,Action,6.995611664399768,0,Hard,9,56,10,22,Medium,0,-1.5527912808994053,-0.9330950019015068
40159,18,Female,USA,Strategy,18.26575416200217,1,Easy,0,166,53,10,Low,3,0.46917592929430246,1.3172948759490426
34272,47,Male,USA,RPG,8.267206253709567,1,Medium,0,174,53,28,Low,3,-1.417756202358001,0.5422392209120606
18606,44,Male,USA,RPG,5.296692731556459,0,Easy,2,17,25,31,Low,0,-0.7024819233253649,-0.5724707892580845
11875,35,Female,USA,RPG,16.260669141666583,0,Easy,3,125,71,42,Medium,0,0.9520101593417652,0.23116087149086798
33194,47,Female,Europe,Sports,0.080513817149467,0,Hard,2,26,36,11,Low,1,-3.193297615888274,-0.2340289642902646
40946,42,Male,Asia,Strategy,22.27382245619601,0,Easy,17,92,53,2,High,0,0.33468694607920707,-1.5414138050747626
38223,27,Male,Europe,Sports,3.2640188455105257,0,Medium,2,139,91,12,Low,1,-1.378957654258733,1.2601379132337533
34166,18,Male,Asia,Strategy,8.17697801335272,0,Medium,12,167,78,42,High,1,0.9858985710021052,1.0307486432478734
45489,24,Female,USA,Simulation,15.842216617835756,0,Easy,16,18,67,34,Medium,2,1.6358153037762613,0.4588961047515228
15985,26,Male,Europe,Sports,3.045745351080521,0,Medium,4,114,34,11,Medium,1,-1.2409349486386823,0.034873255840521325
27400,23,Male,Europe,Strategy,9.89737663587396,0,Easy,16,138,63,6,High,0,0.43088429528539895,-0.17802902945030824
33924,19,Male,USA,Strategy,21.70461522574466,1,Medium,12,146,23,25,High,3,1.1925347530349752,0.3895481759324752
29904,30,Female,Asia,Action,14.72189427850497,0,Easy,12,59,19,18,Medium,0,0.6431042809619526,-1.027674063022052
29697,48,Female,USA,Strategy,0.121963513273136,1,Medium,17,20,93,43,Medium,3,-0.8519835712347192,1.65629334887151
35827,42,Male,Asia,Simulation,2.749510709316511,1,Medium,12,47,46,36,Medium,3,-0.8327193366842843,0.8443344439584138
41858,37,Male,Europe,Simulation,19.756502099289683,0,Hard,4,176,4,15,Medium,1,-0.9431355003145363,-1.6552250385846248
48407,35,Female,USA,Strategy,11.702642151566216,0,Easy,9,109,7,11,High,0,-0.09764620306746581,-1.5910690195430761
9734,40,Female,Other,Action,22.637952114880743,0,Medium,5,157,5,13,Medium,0,-0.276038345131269,-2.0061809821033476
46402,46,Male,USA,Simulation,12.417345355003905,0,Hard,19,152,13,38,High,0,-0.2610038151989358,-1.9811568579578678
24949,28,Male,Europe,Strategy,21.518025024140453,0,Medium,17,119,62,42,High,0,1.6905902883661459,-0.1903598639851318
16980,20,Male,Asia,RPG,1.565102086226597,0,Medium,15,138,74,1,High,0,-0.9004094887015638,0.5954594983944256
33935,23,Female,Europe,RPG,17.337260082966996,0,Medium,2,13,73,16,Low,2,-0.2515799920824615,1.1927525166590318
20626,42,Male,Asia,RPG,18.82855295575711,0,Easy,15,43,73,41,Medium,0,1.3068937794503874,-0.3209921044622325
37736,20,Female,Europe,Simulation,16.19414609222076,0,Hard,0,48,83,27,Medium,2,-0.521996679406579,1.8149095739523202
33857,38,Male,USA,RPG,16.070502396500668,0,Hard,14,85,84,46,Medium,0,0.16889158903862883,0.4485472879150163
27670,47,Male,USA,Sports,12.308988353456666,0,Hard,6,117,46,26,Medium,1,-1.5064045975036275,-0.7182576375462372
37601,31,Male,USA,Action,0.1522957768649515,0,Medium,0,142,90,15,Low,1,-1.749642842374148,1.2381971647110672
12564,21,Female,USA,Simulation,12.899000179583672,0,Medium,3,153,19,44,Medium,1,0.8470558907300407,-0.11047206873160378
28114,34,Male,Europe,Action,8.099260115757378,0,Easy,19,151,80,25,High,0,0.6788070669591628,-0.2486190053497764
41768,44,Male,Asia,Action,5.328921869809606,0,Medium,10,12,36,20,High,1,-1.3462281287489104,-0.5931396178123098
47633,17,Male,USA,Strategy,2.5563845765843096,1,Easy,7,27,67,28,Low,3,0.24820495411489193,2.544181435035346
25852,20,Male,Other,Simulation,2.708399558532106,1,Easy,7,123,29,15,High,3,-0.1568060532664653,1.0343696842486159
10402,47,Male,Europe,Strategy,22.937023718568184,0,Medium,9,81,46,17,Medium,0,-0.35478453089660705,-1.2527223086903603
20905,30,Female,Europe,RPG,14.290614690146136,0,Easy,15,80,77,48,Medium,2,1.7981885643610083,0.38577016092924454
31894,44,Male,Asia,Simulation,1.667965390426822,0,Easy,17,129,82,40,High,0,0.22389185230051525,-0.17384732849307263
24999,22,Male,Europe,Sports,18.429787731023307,0,Hard,4,62,44,34,Low,0,0.07592550714971873,0.6295991106629841
27524,24,Female,Asia,Sports,15.559283996451745,0,Easy,3,50,78,48,Medium,2,1.4738636406291434,1.2821597742553905
37086,26,Male,Europe,Simulation,20.16558026055685,1,Easy,0,49,40,28,High,3,0.7712843646158135,1.2390320066753244
24685,31,Male,Europe,Sports,7.156211706762015,1,Hard,19,82,98,22,High,3,-0.877228008638646,1.9985569360654543
46436,24,Female,Europe,RPG,3.992705389947568,0,Hard,8,22,25,17,Low,1,-1.423025538897243,0.3184670847225529
21515,47,Female,USA,Action,1.3946492738416412,1,Medium,3,159,49,32,Medium,3,-1.601025117728162,0.6139065069267197
32484,27,Female,Europe,Sports,2.8467811443059388,0,Easy,19,57,45,34,Medium,0,0.8612892156545353,-0.10021074170141635
36872,46,Female,USA,Sports,4.698827619427323,0,Easy,5,47,95,45,Medium,0,-0.22231389916221486,0.8220339107907793
36417,37,Male,USA,Action,13.99237229131781,0,Easy,9,60,16,20,Medium,0,0.22066479174853507,-1.2615082283121613
40411,41,Male,Europe,Sports,14.741569619889964,1,Medium,17,149,47,18,High,3,-0.2279503192017285,-0.21179776753511348
13962,23,Male,Europe,Action,8.360294832839966,0,Easy,2,127,78,6,Low,2,-0.4341428797958635,0.8374943408769829
17489,20,Female,USA,Strategy,18.10549856185268,0,Medium,13,77,52,19,Medium,0,0.7180627837432345,0.15460217897140624
27838,31,Male,Europe,Strategy,6.536307319977327,0,Easy,15,109,11,28,High,0,0.6357211505214443,-1.2507278811091058
29974,24,Male,Europe,Action,13.860224529504936,1,Hard,9,100,61,14,Medium,3,-0.858728511442074,1.5833957887379269
28240,24,Male,Asia,Sports,12.695783616405482,0,Medium,19,113,22,48,Low,0,1.6230469763824407,-0.6584891797788744
20348,47,Female,USA,Strategy,11.393709176245943,1,Hard,12,168,21,47,High,3,-0.5085075666566755,-0.3887675553804897
32685,29,Male,Asia,RPG,6.848247238399023,0,Hard,0,159,83,17,Low,1,-1.7493580727208442,1.1094417536751027
37836,16,Male,Asia,RPG,12.758300955931546,0,Easy,6,161,34,38,Medium,2,1.621865893320484,0.0819508880846451
33893,43,Male,USA,Strategy,18.68733067081945,0,Medium,11,96,58,14,Medium,0,-0.4762595308962138,-0.8518267182027458
11149,41,Male,Europe,Sports,8.68319573294876,1,Hard,8,125,31,23,Medium,3,-1.5814257861378118,0.285994374693855
24013,20,Male,Europe,Strategy,21.06835111071566,1,Easy,13,99,68,8,Medium,3,1.0687994828078806,1.1752552952386386
17279,36,Male,Europe,Strategy,0.4997700716707953,0,Hard,14,44,97,15,Medium,1,-1.9938589832138813,1.1066946714401122
22185,17,Male,USA,Strategy,6.783908494574621,0,Hard,10,23,6,14,Low,1,-0.9158702063897813,0.02526239942289701
38104,24,Female,USA,Action,13.14425545324363,0,Hard,3,80,49,10,Low,1,-1.2657771009316745,0.5190917831788823
14001,33,Female,Asia,Action,2.91494155624262,0,Easy,19,124,68,37,High,0,0.7795176278657415,-0.10007497222337633
47622,39,Male,Europe,RPG,22.67633776002301,0,Medium,2,131,61,37,Medium,0,0.3666484464778021,-0.2263149018931868
23335,29,Male,Europe,Strategy,12.989488128226158,1,Easy,9,94,80,33,Medium,3,0.8088384053315021,1.6875786134031163
44524,43,Male,USA,RPG,14.064695893533743,0,Easy,13,153,66,42,High,0,1.0280684166636935,-0.7314303222358395
23632,29,Male,USA,Action,7.883125038607041,0,Hard,1,60,11,35,Low,0,-1.0148731774644295,-0.007467071083289601
46050,33,Male,Asia,RPG,5.728851137908927,0,Easy,2,45,19,2,Low,0,-1.2077956446973739,-0.6073009884599551
28223,30,Female,USA,Strategy,4.57091381702893,0,Easy,7,28,30,1,Low,0,-0.9745130614715733,-0.34196859741744406
25041,47,Female,Europe,Strategy,5.61060178601482,0,Hard,6,30,71,20,Low,1,-2.3272731605464076,0.3079701823480949
14020,20,Male,USA,Sports,9.420729219338371,0,Easy,8,133,42,10,Medium,1,0.27527252065828317,-0.09634389965786135
23856,42,Male,Asia,RPG,14.609732609188264,1,Medium,12,104,56,3,Medium,3,-1.1493048532574464,0.18190416132607826
27134,22,Male,USA,RPG,2.1670235155526623,0,Easy,5,118,14,23,Medium,1,0.026633224307747262,-0.3019428030489715
27618,24,Female,Other,RPG,15.214229721195828,0,Hard,10,63,58,37,Medium,0,0.17425232630243012,0.711139990085408
45023,24,Female,Asia,RPG,17.336274246696195,1,Medium,1,109,1,7,Low,3,-0.5523908357114987,0.2060570287947995
40073,33,Male,Europe,RPG,17.184696903804717,1,Hard,14,17,58,19,Low,3,-0.6781943441909954,1.165489041714961
36824,27,Female,USA,Simulation,7.762770394678976,0,Easy,8,125,72,0,Medium,1,-0.5424937180111312,0.22280916357007757
38724,15,Male,Europe,Sports,22.04615787133573,0,Easy,1,63,24,15,Low,2,1.0935834234816189,0.010065157851307679
38820,31,Female,USA,RPG,14.332662182664585,0,Easy,18,18,70,34,Medium,2,1.338149328835676,0.15312845816991144
10647,29,Female,Europe,Strategy,8.094082801478471,1,Hard,16,139,1,35,High,3,-0.21177767442892165,-0.0775518843032663
26977,45,Female,Asia,Strategy,12.62349445105904,0,Hard,15,145,95,41,High,1,-0.4233982371123324,0.13158618474377368
12000,39,Male,USA,RPG,6.533978796406122,0,Easy,1,135,14,21,Low,0,-0.6478931222015378,-1.141181466375826
38394,16,Male,USA,RPG,7.858806156019106,0,Easy,7,164,49,14,Medium,1,0.46097094904539854,0.2541452457432879
11772,18,Male,Europe,Sports,8.700353867204548,0,Medium,17,16,29,15,Low,0,0.17501009947690405,0.01928317133641785
43478,20,Male,Europe,Sports,7.772579469525437,1,Easy,13,59,45,6,Low,3,0.06909463753240577,1.1599838336922201
43899,22,Female,Asia,Simulation,18.25226882604808,1,Hard,2,149,37,23,Medium,3,-0.4175269662223836,1.2135785296941448
35517,46,Male,USA,RPG,23.717865360312373,0,Hard,6,68,5,6,Medium,1,-1.4166649347832563,-1.9187872880066108
33726,49,Female,Asia,Simulation,19.121715192834813,0,Easy,0,22,5,2,Low,0,-1.0843400503774998,-1.869422321917744
23290,18,Male,Europe,Simulation,8.998493670975016,1,Hard,8,128,82,5,Low,3,-1.3037693161428368,2.3123775611422888
28237,47,Female,USA,RPG,16.755704632823093,1,Easy,14,53,21,43,Medium,3,0.9512866929349014,-0.5395581861800127
33082,49,Female,Other,Strategy,6.086682348547599,1,Easy,5,89,81,17,Medium,3,-1.293347261737086,0.982154217781724
47274,31,Female,USA,Simulation,22.023189219474027,0,Easy,10,120,85,27,Medium,0,1.310851654685589,0.14588817715293712
28025,49,Male,Asia,RPG,10.494538443892308,0,Easy,9,129,3,36,Medium,0,0.16187824622807032,-2.130511789967798
